start_time,	pre_process,	bird_view,	sliding_windows,	draw_lane,	run_time
1546768760.28,	0.00526595115662,	0.00397992134094,	0.00654315948486,	0.00403785705566,	1546768760.31
1546768760.31,	0.00315499305725,	0.00470209121704,	0.00735092163086,	0.00364208221436,	1546768760.33
1546768760.34,	0.00215697288513,	0.00201010704041,	0.00725293159485,	0.00468802452087,	1546768760.36
1546768760.36,	0.00305509567261,	0.00211095809937,	0.00843787193298,	0.00230312347412,	1546768760.38
1546768760.39,	0.00213098526001,	0.00194811820984,	0.00577592849731,	0.00305104255676,	1546768760.4
1546768760.41,	0.00295209884644,	0.00352096557617,	0.00823998451233,	0.00281095504761,	1546768760.43
1546768760.44,	0.00184202194214,	0.00216484069824,	0.00940608978271,	0.00470304489136,	1546768760.46
1546768760.47,	0.00354313850403,	0.002112865448,	0.00724697113037,	0.0041811466217,	1546768760.49
1546768760.5,	0.00208806991577,	0.00249600410461,	0.00947594642639,	0.00212502479553,	1546768760.52
1546768760.53,	0.0028600692749,	0.00394582748413,	0.00976014137268,	0.0023078918457,	1546768760.55
1546768760.56,	0.00198888778687,	0.003662109375,	0.00929093360901,	0.00272107124329,	1546768760.58
1546768760.58,	0.00269293785095,	0.00313115119934,	0.00700688362122,	0.00308299064636,	1546768760.6
1546768760.61,	0.00188302993774,	0.00527310371399,	0.0093789100647,	0.0020911693573,	1546768760.63
1546768760.65,	0.00185608863831,	0.0045108795166,	0.0117700099945,	0.00249099731445,	1546768760.67
1546768760.67,	0.00213599205017,	0.0022349357605,	0.00989317893982,	0.00222086906433,	1546768760.69
1546768760.7,	0.00322818756104,	0.00374388694763,	0.00683093070984,	0.0113890171051,	1546768760.73
1546768760.74,	0.00317597389221,	0.00214099884033,	0.00573897361755,	0.00385713577271,	1546768760.76
1546768760.76,	0.00272703170776,	0.00659394264221,	0.0080258846283,	0.0020751953125,	1546768760.79
1546768760.79,	0.00230503082275,	0.00435900688171,	0.00662088394165,	0.00359106063843,	1546768760.81
1546768760.82,	0.00207304954529,	0.00490784645081,	0.00829195976257,	0.0023181438446,	1546768760.84
1546768760.85,	0.00202083587646,	0.00202703475952,	0.00764513015747,	0.00482201576233,	1546768760.87
1546768760.87,	0.00237202644348,	0.0030779838562,	0.00936007499695,	0.00247001647949,	1546768760.89
1546768760.9,	0.00227808952332,	0.00201797485352,	0.00543308258057,	0.00419688224792,	1546768760.92
1546768760.93,	0.00216603279114,	0.0027768611908,	0.00694513320923,	0.00238299369812,	1546768760.94
1546768760.95,	0.002032995224,	0.0019850730896,	0.0106410980225,	0.00518584251404,	1546768760.97
1546768760.99,	0.00190687179565,	0.00199794769287,	0.0070321559906,	0.00395894050598,	1546768761.0
1546768761.01,	0.00203895568848,	0.00293684005737,	0.0093719959259,	0.00227618217468,	1546768761.03
1546768761.04,	0.00202488899231,	0.00586009025574,	0.00787305831909,	0.00196886062622,	1546768761.06
1546768761.07,	0.00187993049622,	0.00367093086243,	0.00874304771423,	0.00423908233643,	1546768761.09
1546768761.1,	0.00205516815186,	0.00237393379211,	0.00778484344482,	0.00287008285522,	1546768761.11
1546768761.12,	0.00209784507751,	0.00200414657593,	0.00875782966614,	0.0028281211853,	1546768761.14
1546768761.15,	0.00243902206421,	0.00350713729858,	0.0060088634491,	0.00278806686401,	1546768761.16
1546768761.17,	0.0022439956665,	0.00218296051025,	0.00585794448853,	0.00453996658325,	1546768761.19
1546768761.19,	0.00449585914612,	0.00260210037231,	0.0112850666046,	0.00344896316528,	1546768761.22
1546768761.23,	0.00207018852234,	0.00346899032593,	0.00735688209534,	0.00295305252075,	1546768761.25
1546768761.26,	0.00203204154968,	0.00202488899231,	0.00827217102051,	0.00472688674927,	1546768761.28
1546768761.29,	0.00326490402222,	0.00198793411255,	0.00615501403809,	0.00279712677002,	1546768761.3
1546768761.31,	0.00283813476562,	0.00223994255066,	0.00660395622253,	0.00425004959106,	1546768761.33
1546768761.34,	0.00190496444702,	0.00536704063416,	0.00663304328918,	0.00285291671753,	1546768761.35
1546768761.36,	0.00186610221863,	0.00329995155334,	0.00853490829468,	0.00319814682007,	1546768761.38
1546768761.39,	0.00294494628906,	0.00209903717041,	0.00778293609619,	0.00255298614502,	1546768761.41
1546768761.42,	0.00299596786499,	0.00326299667358,	0.0067880153656,	0.00423812866211,	1546768761.43
1546768761.45,	0.00196290016174,	0.00211405754089,	0.0152418613434,	0.0059871673584,	1546768761.48
1546768761.49,	0.00448799133301,	0.00375485420227,	0.00698113441467,	0.00320792198181,	1546768761.51
1546768761.52,	0.00225806236267,	0.00456500053406,	0.00583386421204,	0.00301003456116,	1546768761.54
1546768761.54,	0.00194692611694,	0.00199198722839,	0.00512909889221,	0.00329208374023,	1546768761.56
1546768761.56,	0.00283408164978,	0.00383687019348,	0.00952506065369,	0.00296401977539,	1546768761.58
1546768761.6,	0.00211811065674,	0.00202083587646,	0.0110211372375,	0.00239300727844,	1546768761.61
1546768761.63,	0.00262880325317,	0.00468802452087,	0.00877714157104,	0.00349903106689,	1546768761.65
1546768761.66,	0.00198197364807,	0.0019838809967,	0.00858402252197,	0.00399518013,	1546768761.68
1546768761.68,	0.00353813171387,	0.00198292732239,	0.0085129737854,	0.00250911712646,	1546768761.7
1546768761.71,	0.00357604026794,	0.00204086303711,	0.0102589130402,	0.00565719604492,	1546768761.74
1546768761.74,	0.00204586982727,	0.00246500968933,	0.00674104690552,	0.00428700447083,	1546768761.76
1546768761.78,	0.00186610221863,	0.00201296806335,	0.00698709487915,	0.00373196601868,	1546768761.79
1546768761.8,	0.00196504592896,	0.00443696975708,	0.0106530189514,	0.00226497650146,	1546768761.82
1546768761.83,	0.00183391571045,	0.00199913978577,	0.0103049278259,	0.0022599697113,	1546768761.85
1546768761.86,	0.00277805328369,	0.00285291671753,	0.00660300254822,	0.0019679069519,	1546768761.87
1546768761.88,	0.00181913375854,	0.0047709941864,	0.00752401351929,	0.00236988067627,	1546768761.9
1546768761.91,	0.00235104560852,	0.00429081916809,	0.00570821762085,	0.00346183776855,	1546768761.92
1546768761.93,	0.00181889533997,	0.00204515457153,	0.00898599624634,	0.0020968914032,	1546768761.95
1546768761.96,	0.00343203544617,	0.00322699546814,	0.00945997238159,	0.00447511672974,	1546768761.98
1546768761.99,	0.00307703018188,	0.00759696960449,	0.00830292701721,	0.00392699241638,	1546768762.01
1546768762.02,	0.00251388549805,	0.00253319740295,	0.00886988639832,	0.00216197967529,	1546768762.04
1546768762.05,	0.00182914733887,	0.00203704833984,	0.00592684745789,	0.00446200370789,	1546768762.07
1546768762.07,	0.0023500919342,	0.005126953125,	0.0102360248566,	0.00397205352783,	1546768762.1
1546768762.1,	0.00210618972778,	0.00455689430237,	0.00731301307678,	0.00202608108521,	1546768762.12
1546768762.13,	0.00292205810547,	0.00388598442078,	0.00625991821289,	0.00457215309143,	1546768762.15
1546768762.16,	0.00333595275879,	0.00236916542053,	0.00595092773438,	0.00265097618103,	1546768762.18
1546768762.19,	0.00216102600098,	0.00229597091675,	0.00904011726379,	0.0023307800293,	1546768762.21
1546768762.22,	0.00208592414856,	0.00393795967102,	0.00574803352356,	0.00338315963745,	1546768762.24
1546768762.25,	0.00186204910278,	0.00435090065002,	0.00560998916626,	0.00485920906067,	1546768762.27
1546768762.27,	0.00208306312561,	0.00202703475952,	0.00934886932373,	0.00241017341614,	1546768762.29
1546768762.3,	0.00234508514404,	0.00261306762695,	0.00712084770203,	0.00260615348816,	1546768762.32
1546768762.33,	0.00197196006775,	0.00496602058411,	0.00687098503113,	0.00321483612061,	1546768762.34
1546768762.35,	0.00241088867188,	0.00269103050232,	0.00741791725159,	0.00236701965332,	1546768762.37
1546768762.38,	0.00313305854797,	0.004558801651,	0.00599908828735,	0.00329399108887,	1546768762.4
1546768762.4,	0.00186395645142,	0.00197601318359,	0.00480198860168,	0.00545215606689,	1546768762.42
1546768762.42,	0.00199007987976,	0.00491189956665,	0.00754499435425,	0.0022439956665,	1546768762.44
1546768762.45,	0.00218105316162,	0.00232601165771,	0.00967288017273,	0.00455617904663,	1546768762.47
1546768762.49,	0.00207495689392,	0.00442504882812,	0.00726890563965,	0.00738406181335,	1546768762.51
1546768762.51,	0.00234293937683,	0.0043408870697,	0.00450015068054,	0.00495982170105,	1546768762.53
1546768762.54,	0.00211095809937,	0.0021550655365,	0.00736594200134,	0.00302195549011,	1546768762.56
1546768762.56,	0.0024471282959,	0.00309586524963,	0.00531697273254,	0.00599408149719,	1546768762.58
1546768762.59,	0.00293898582458,	0.00371193885803,	0.006343126297,	0.00243377685547,	1546768762.61
1546768762.62,	0.00242900848389,	0.00216817855835,	0.00696086883545,	0.0043671131134,	1546768762.64
1546768762.64,	0.00201988220215,	0.00212407112122,	0.00854086875916,	0.00253200531006,	1546768762.66
1546768762.67,	0.00201892852783,	0.00201106071472,	0.00776410102844,	0.00466084480286,	1546768762.69
1546768762.7,	0.0023307800293,	0.00202703475952,	0.00609397888184,	0.00361013412476,	1546768762.71
1546768762.72,	0.00194001197815,	0.00546503067017,	0.0110220909119,	0.00322794914246,	1546768762.74
1546768762.75,	0.00279903411865,	0.00321102142334,	0.00671696662903,	0.00710821151733,	1546768762.77
1546768762.78,	0.00229978561401,	0.00396203994751,	0.00487613677979,	0.0041139125824,	1546768762.8
1546768762.81,	0.00186014175415,	0.00210404396057,	0.00938582420349,	0.00303316116333,	1546768762.82
1546768762.83,	0.0023980140686,	0.00229096412659,	0.00474286079407,	0.00407814979553,	1546768762.85
1546768762.86,	0.00187706947327,	0.00195288658142,	0.00682520866394,	0.00384092330933,	1546768762.87
1546768762.88,	0.00400400161743,	0.00206112861633,	0.00744795799255,	0.00216197967529,	1546768762.89
1546768762.91,	0.00204110145569,	0.00460386276245,	0.00863814353943,	0.00227189064026,	1546768762.92
1546768762.93,	0.00241708755493,	0.00506591796875,	0.00769710540771,	0.0025269985199,	1546768762.95
1546768762.96,	0.00543808937073,	0.00655198097229,	0.00736284255981,	0.002601146698,	1546768762.98
1546768762.99,	0.00195598602295,	0.00772380828857,	0.00734901428223,	0.00308012962341,	1546768763.01
1546768763.02,	0.00296401977539,	0.0037260055542,	0.0048041343689,	0.00324583053589,	1546768763.04
1546768763.05,	0.00536608695984,	0.00224304199219,	0.00745296478271,	0.00286102294922,	1546768763.07
1546768763.08,	0.0029149055481,	0.00851011276245,	0.00433087348938,	0.0037100315094,	1546768763.1
1546768763.12,	0.00217700004578,	0.00614500045776,	0.0061399936676,	0.002032995224,	1546768763.13
1546768763.14,	0.00209093093872,	0.0020010471344,	0.00524997711182,	0.00512409210205,	1546768763.16
1546768763.16,	0.00192880630493,	0.00255107879639,	0.00773692131042,	0.00292205810547,	1546768763.18
1546768763.19,	0.00195598602295,	0.00200915336609,	0.0078489780426,	0.00436806678772,	1546768763.21
1546768763.22,	0.00187087059021,	0.00273203849792,	0.0174279212952,	0.00441002845764,	1546768763.25
1546768763.26,	0.00245904922485,	0.00264501571655,	0.00759792327881,	0.00328803062439,	1546768763.28
1546768763.29,	0.0020580291748,	0.00478601455688,	0.00516605377197,	0.00496697425842,	1546768763.31
1546768763.31,	0.00201201438904,	0.00286889076233,	0.00846409797668,	0.00239992141724,	1546768763.33
1546768763.34,	0.00369215011597,	0.00219702720642,	0.00548195838928,	0.00280404090881,	1546768763.35
1546768763.36,	0.00185513496399,	0.00202393531799,	0.00493597984314,	0.00654292106628,	1546768763.38
1546768763.39,	0.00403189659119,	0.00199198722839,	0.00633907318115,	0.00317096710205,	1546768763.41
1546768763.41,	0.0021390914917,	0.0020010471344,	0.00778794288635,	0.00405097007751,	1546768763.43
1546768763.44,	0.00360798835754,	0.00384998321533,	0.0055148601532,	0.00485515594482,	1546768763.46
1546768763.47,	0.00232315063477,	0.00606489181519,	0.00478196144104,	0.00595712661743,	1546768763.5
1546768763.5,	0.00216293334961,	0.00213003158569,	0.0102388858795,	0.00252413749695,	1546768763.52
1546768763.53,	0.0020170211792,	0.0020170211792,	0.00495290756226,	0.00575399398804,	1546768763.55
1546768763.55,	0.00263214111328,	0.00262594223022,	0.00672602653503,	0.00224781036377,	1546768763.57
1546768763.58,	0.00258898735046,	0.00336289405823,	0.00456809997559,	0.00283193588257,	1546768763.59
1546768763.6,	0.00209307670593,	0.00242900848389,	0.00837588310242,	0.00250911712646,	1546768763.62
1546768763.62,	0.00359582901001,	0.00223708152771,	0.00618004798889,	0.00618386268616,	1546768763.64
1546768763.65,	0.00186800956726,	0.0020649433136,	0.0102200508118,	0.0022668838501,	1546768763.67
1546768763.68,	0.00197792053223,	0.00395488739014,	0.00914907455444,	0.00225591659546,	1546768763.7
1546768763.71,	0.00315999984741,	0.0044481754303,	0.00930190086365,	0.00398802757263,	1546768763.73
1546768763.74,	0.00374007225037,	0.00308203697205,	0.00916886329651,	0.00285601615906,	1546768763.76
1546768763.77,	0.00260496139526,	0.00220203399658,	0.00872802734375,	0.00335788726807,	1546768763.79
1546768763.79,	0.0024778842926,	0.00435090065002,	0.0075991153717,	0.00831604003906,	1546768763.82
1546768763.83,	0.0028932094574,	0.00213384628296,	0.00566101074219,	0.00409603118896,	1546768763.84
1546768763.85,	0.0029890537262,	0.00427198410034,	0.00730299949646,	0.00336909294128,	1546768763.87
1546768763.88,	0.0026319026947,	0.00211811065674,	0.00724601745605,	0.00400400161743,	1546768763.9
1546768763.91,	0.00357484817505,	0.00317716598511,	0.00554800033569,	0.00264883041382,	1546768763.93
1546768763.94,	0.00309896469116,	0.00362801551819,	0.00675821304321,	0.00241994857788,	1546768763.96
1546768763.97,	0.00227093696594,	0.00279998779297,	0.0114009380341,	0.00420808792114,	1546768764.0
1546768764.0,	0.00345396995544,	0.0042769908905,	0.00800895690918,	0.00387597084045,	1546768764.03
1546768764.04,	0.00229001045227,	0.00202608108521,	0.00638198852539,	0.00337409973145,	1546768764.05
1546768764.06,	0.00220394134521,	0.0033221244812,	0.00727891921997,	0.00248599052429,	1546768764.08
1546768764.09,	0.00209307670593,	0.00295305252075,	0.00478100776672,	0.00377583503723,	1546768764.11
1546768764.11,	0.00299596786499,	0.00209498405457,	0.00531411170959,	0.00245785713196,	1546768764.13
1546768764.14,	0.0022828578949,	0.00270009040833,	0.00728106498718,	0.00208687782288,	1546768764.16
1546768764.16,	0.00195002555847,	0.00564002990723,	0.00512599945068,	0.0031099319458,	1546768764.18
1546768764.19,	0.00451111793518,	0.00314903259277,	0.00664496421814,	0.00265407562256,	1546768764.21
1546768764.23,	0.00294280052185,	0.00433111190796,	0.0081799030304,	0.00298404693604,	1546768764.25
1546768764.26,	0.00199103355408,	0.0046911239624,	0.00821495056152,	0.00214290618896,	1546768764.28
1546768764.29,	0.00199294090271,	0.00197696685791,	0.00840902328491,	0.00326609611511,	1546768764.31
1546768764.31,	0.00224304199219,	0.00319695472717,	0.00705695152283,	0.00308799743652,	1546768764.33
1546768764.35,	0.00274395942688,	0.00389289855957,	0.00566101074219,	0.0034921169281,	1546768764.37
1546768764.37,	0.00237393379211,	0.00407099723816,	0.00787901878357,	0.00202584266663,	1546768764.39
1546768764.4,	0.00189590454102,	0.00262808799744,	0.00747799873352,	0.00418090820312,	1546768764.42
1546768764.43,	0.00376391410828,	0.00219416618347,	0.00740480422974,	0.00219702720642,	1546768764.45
1546768764.46,	0.00196003913879,	0.00481700897217,	0.0115571022034,	0.00370097160339,	1546768764.48
1546768764.49,	0.00289511680603,	0.00378394126892,	0.00970196723938,	0.00204801559448,	1546768764.51
1546768764.51,	0.00231385231018,	0.00293207168579,	0.00479698181152,	0.00519013404846,	1546768764.53
1546768764.54,	0.00187993049622,	0.00213503837585,	0.0062210559845,	0.00484991073608,	1546768764.56
1546768764.56,	0.00216197967529,	0.00414800643921,	0.00780081748962,	0.00240898132324,	1546768764.58
1546768764.59,	0.00210404396057,	0.00419616699219,	0.00873589515686,	0.00211405754089,	1546768764.61
1546768764.62,	0.00242185592651,	0.00208115577698,	0.00521206855774,	0.00234484672546,	1546768764.63
1546768764.64,	0.00415515899658,	0.00893688201904,	0.0121400356293,	0.00213003158569,	1546768764.67
1546768764.68,	0.00340390205383,	0.00471210479736,	0.00713300704956,	0.00216889381409,	1546768764.7
1546768764.71,	0.00185608863831,	0.00603795051575,	0.00885987281799,	0.00297498703003,	1546768764.73
1546768764.74,	0.0023181438446,	0.00455784797668,	0.00814700126648,	0.00409698486328,	1546768764.76
1546768764.77,	0.00333404541016,	0.00526309013367,	0.00892090797424,	0.00307297706604,	1546768764.79
1546768764.8,	0.00215291976929,	0.00203585624695,	0.00829601287842,	0.00417113304138,	1546768764.82
1546768764.83,	0.00212502479553,	0.00307703018188,	0.00877213478088,	0.00229501724243,	1546768764.85
1546768764.86,	0.00202083587646,	0.0020751953125,	0.00998687744141,	0.00308394432068,	1546768764.87
1546768764.88,	0.00252389907837,	0.00447487831116,	0.00568318367004,	0.00263285636902,	1546768764.9
1546768764.91,	0.00184392929077,	0.00397109985352,	0.00910496711731,	0.00244903564453,	1546768764.92
1546768764.93,	0.0031590461731,	0.00207996368408,	0.00619912147522,	0.00277495384216,	1546768764.95
1546768764.96,	0.00181913375854,	0.00249099731445,	0.017030954361,	0.0041618347168,	1546768764.98
1546768764.99,	0.00275301933289,	0.00208306312561,	0.00710487365723,	0.0036039352417,	1546768765.01
1546768765.03,	0.00211596488953,	0.00381302833557,	0.0084331035614,	0.00242185592651,	1546768765.04
1546768765.06,	0.00185990333557,	0.00219011306763,	0.00833988189697,	0.00283217430115,	1546768765.08
1546768765.09,	0.00290107727051,	0.00217795372009,	0.00620603561401,	0.00353789329529,	1546768765.1
1546768765.11,	0.00206995010376,	0.00233602523804,	0.0120961666107,	0.00191688537598,	1546768765.13
1546768765.14,	0.002690076828,	0.00500798225403,	0.0108258724213,	0.00202202796936,	1546768765.16
1546768765.17,	0.00225782394409,	0.00197720527649,	0.00507998466492,	0.0023558139801,	1546768765.18
