start_time,	pre_process,	bird_view,	sliding_windows,	draw_lane,	run_time
1546768752.59,	0.00247097015381,	0.00198912620544,	0.0102198123932,	0.00285601615906,	1546768752.61
1546768752.61,	0.00303602218628,	0.00252509117126,	0.00693392753601,	0.00618505477905,	1546768752.63
1546768752.64,	0.0073139667511,	0.00213885307312,	0.00737810134888,	0.00325202941895,	1546768752.67
1546768752.68,	0.00274705886841,	0.00210309028625,	0.00730395317078,	0.00960206985474,	1546768752.7
1546768752.71,	0.00197386741638,	0.00889110565186,	0.00957584381104,	0.0124461650848,	1546768752.75
1546768752.76,	0.00233602523804,	0.00427603721619,	0.0118708610535,	0.00489711761475,	1546768752.78
1546768752.79,	0.00228691101074,	0.00412011146545,	0.00952696800232,	0.00239586830139,	1546768752.81
1546768752.82,	0.00212097167969,	0.0020740032196,	0.00826382637024,	0.0040500164032,	1546768752.84
1546768752.85,	0.00325989723206,	0.00319218635559,	0.00670790672302,	0.00430107116699,	1546768752.87
1546768752.87,	0.00208497047424,	0.00321197509766,	0.0106949806213,	0.00220322608948,	1546768752.89
1546768752.9,	0.00327897071838,	0.00207591056824,	0.00747799873352,	0.00276803970337,	1546768752.92
1546768752.93,	0.00207185745239,	0.00421404838562,	0.00940012931824,	0.00270485877991,	1546768752.95
1546768752.96,	0.00360584259033,	0.00217509269714,	0.00955891609192,	0.0032000541687,	1546768752.98
1546768752.99,	0.00223207473755,	0.00217199325562,	0.00612092018127,	0.00626802444458,	1546768753.01
1546768753.01,	0.00355792045593,	0.00245904922485,	0.00761699676514,	0.00269103050232,	1546768753.03
1546768753.04,	0.00329089164734,	0.00216317176819,	0.00684499740601,	0.00584578514099,	1546768753.06
1546768753.07,	0.00227808952332,	0.00201106071472,	0.00676989555359,	0.00519299507141,	1546768753.09
1546768753.09,	0.00202894210815,	0.00426602363586,	0.00882196426392,	0.00233197212219,	1546768753.11
1546768753.12,	0.00195097923279,	0.00390410423279,	0.0114130973816,	0.00218892097473,	1546768753.15
1546768753.16,	0.00205612182617,	0.00365400314331,	0.00736093521118,	0.00201392173767,	1546768753.18
1546768753.18,	0.00373196601868,	0.00206708908081,	0.00499796867371,	0.0038959980011,	1546768753.2
1546768753.21,	0.0030210018158,	0.0059289932251,	0.0085871219635,	0.00488090515137,	1546768753.23
1546768753.24,	0.00231313705444,	0.00234889984131,	0.00627398490906,	0.00850296020508,	1546768753.26
1546768753.27,	0.00258898735046,	0.00252294540405,	0.00758719444275,	0.00333786010742,	1546768753.29
1546768753.29,	0.00200200080872,	0.00220584869385,	0.00624513626099,	0.0053288936615,	1546768753.31
1546768753.32,	0.00275921821594,	0.00222086906433,	0.0113320350647,	0.00301504135132,	1546768753.34
1546768753.35,	0.00185918807983,	0.00243782997131,	0.010046005249,	0.0025851726532,	1546768753.37
1546768753.37,	0.00312995910645,	0.00203800201416,	0.00505614280701,	0.00305700302124,	1546768753.39
1546768753.4,	0.00186705589294,	0.00200986862183,	0.00844407081604,	0.00235795974731,	1546768753.41
1546768753.42,	0.00376105308533,	0.004399061203,	0.00656294822693,	0.00273394584656,	1546768753.44
1546768753.45,	0.00218892097473,	0.00273704528809,	0.0096390247345,	0.00328397750854,	1546768753.47
1546768753.48,	0.00329613685608,	0.00209188461304,	0.00568509101868,	0.00592303276062,	1546768753.5
1546768753.51,	0.00207114219666,	0.00248694419861,	0.00757694244385,	0.00318908691406,	1546768753.52
1546768753.53,	0.00192403793335,	0.0043261051178,	0.00936198234558,	0.00243496894836,	1546768753.55
1546768753.56,	0.00213479995728,	0.00192713737488,	0.00713491439819,	0.00440406799316,	1546768753.58
1546768753.58,	0.00208902359009,	0.00309991836548,	0.00757312774658,	0.00250387191772,	1546768753.6
1546768753.61,	0.00302290916443,	0.00210499763489,	0.00586795806885,	0.00573801994324,	1546768753.63
1546768753.63,	0.00208401679993,	0.00566506385803,	0.00529408454895,	0.00277781486511,	1546768753.65
1546768753.66,	0.00193309783936,	0.00196385383606,	0.00899720191956,	0.00361180305481,	1546768753.68
1546768753.69,	0.00347590446472,	0.0024721622467,	0.00649189949036,	0.00235414505005,	1546768753.71
1546768753.71,	0.00356292724609,	0.00246000289917,	0.0114340782166,	0.00238394737244,	1546768753.73
1546768753.74,	0.00335812568665,	0.00209498405457,	0.00712990760803,	0.00284004211426,	1546768753.76
1546768753.77,	0.00205111503601,	0.0025680065155,	0.00784206390381,	0.0027539730072,	1546768753.79
1546768753.79,	0.00392913818359,	0.00279593467712,	0.00655102729797,	0.00232601165771,	1546768753.81
1546768753.82,	0.00260305404663,	0.00343084335327,	0.00665402412415,	0.0045440196991,	1546768753.84
1546768753.85,	0.00323104858398,	0.00209879875183,	0.00857305526733,	0.00288701057434,	1546768753.87
1546768753.87,	0.00198006629944,	0.00610184669495,	0.00809812545776,	0.00258302688599,	1546768753.9
1546768753.9,	0.00192713737488,	0.00201296806335,	0.00937700271606,	0.00295901298523,	1546768753.92
1546768753.93,	0.00194478034973,	0.00197410583496,	0.0133540630341,	0.00302600860596,	1546768753.96
1546768753.96,	0.0021390914917,	0.0028829574585,	0.0121169090271,	0.00384020805359,	1546768753.98
1546768753.99,	0.00246715545654,	0.00297689437866,	0.00861597061157,	0.00243711471558,	1546768754.01
1546768754.02,	0.00323891639709,	0.00209498405457,	0.00830602645874,	0.00261497497559,	1546768754.04
1546768754.04,	0.00219321250916,	0.0020067691803,	0.0086350440979,	0.00355195999146,	1546768754.06
1546768754.07,	0.00240993499756,	0.00216889381409,	0.00639200210571,	0.00276207923889,	1546768754.09
1546768754.1,	0.00198817253113,	0.00369000434875,	0.00910496711731,	0.00225496292114,	1546768754.11
1546768754.12,	0.00191307067871,	0.00200080871582,	0.00717306137085,	0.00478911399841,	1546768754.14
1546768754.15,	0.00413107872009,	0.0050950050354,	0.00533390045166,	0.00273489952087,	1546768754.17
1546768754.18,	0.00190496444702,	0.00197410583496,	0.0100109577179,	0.00232982635498,	1546768754.19
1546768754.21,	0.00308990478516,	0.00265598297119,	0.00986909866333,	0.00251197814941,	1546768754.23
1546768754.24,	0.00336194038391,	0.00210499763489,	0.0133469104767,	0.00235199928284,	1546768754.26
1546768754.27,	0.00388407707214,	0.00419783592224,	0.00830316543579,	0.00417494773865,	1546768754.29
1546768754.3,	0.00398588180542,	0.00802707672119,	0.00605297088623,	0.00446891784668,	1546768754.32
1546768754.33,	0.00437998771667,	0.0046079158783,	0.00511121749878,	0.00214600563049,	1546768754.35
1546768754.36,	0.00202012062073,	0.00461196899414,	0.00797200202942,	0.00405406951904,	1546768754.38
1546768754.39,	0.0101118087769,	0.00437307357788,	0.00741910934448,	0.00238680839539,	1546768754.41
1546768754.42,	0.00350785255432,	0.00228118896484,	0.00628685951233,	0.00252103805542,	1546768754.44
1546768754.44,	0.00237798690796,	0.00247716903687,	0.00775694847107,	0.00352692604065,	1546768754.46
1546768754.47,	0.00311803817749,	0.0020649433136,	0.010283946991,	0.00390005111694,	1546768754.49
1546768754.5,	0.00224900245667,	0.00267577171326,	0.00789403915405,	0.00226712226868,	1546768754.52
1546768754.52,	0.00304198265076,	0.00330710411072,	0.00489187240601,	0.00468111038208,	1546768754.54
1546768754.55,	0.00305318832397,	0.00201892852783,	0.00680804252625,	0.00252795219421,	1546768754.57
1546768754.57,	0.00334310531616,	0.00197005271912,	0.00531387329102,	0.00238704681396,	1546768754.59
1546768754.6,	0.00205707550049,	0.00273990631104,	0.00847506523132,	0.00252389907837,	1546768754.61
1546768754.62,	0.00269889831543,	0.00370597839355,	0.00511598587036,	0.00180506706238,	1546768754.64
1546768754.64,	0.00337290763855,	0.00219702720642,	0.00647306442261,	0.00461006164551,	1546768754.66
1546768754.67,	0.00278902053833,	0.00272798538208,	0.00734806060791,	0.00181889533997,	1546768754.68
1546768754.69,	0.00332498550415,	0.0028669834137,	0.00429606437683,	0.00492596626282,	1546768754.71
1546768754.72,	0.0028510093689,	0.00221681594849,	0.00874304771423,	0.00304412841797,	1546768754.74
1546768754.74,	0.00276899337769,	0.00204086303711,	0.00558614730835,	0.00245785713196,	1546768754.76
1546768754.77,	0.00198984146118,	0.00271201133728,	0.0124700069427,	0.00199818611145,	1546768754.79
1546768754.8,	0.00226283073425,	0.00210309028625,	0.00491499900818,	0.00243997573853,	1546768754.81
1546768754.82,	0.00206589698792,	0.00289106369019,	0.00909304618835,	0.00233602523804,	1546768754.84
1546768754.85,	0.00196290016174,	0.00260019302368,	0.00835204124451,	0.00431394577026,	1546768754.87
1546768754.88,	0.00213289260864,	0.00200009346008,	0.00495481491089,	0.00387620925903,	1546768754.89
1546768754.9,	0.00191402435303,	0.00270795822144,	0.00758004188538,	0.00381398200989,	1546768754.92
1546768754.92,	0.0020580291748,	0.00203108787537,	0.00728893280029,	0.00236010551453,	1546768754.94
1546768754.95,	0.00238490104675,	0.00424718856812,	0.0100739002228,	0.00377011299133,	1546768754.97
1546768754.98,	0.00239896774292,	0.00479507446289,	0.00948286056519,	0.00361919403076,	1546768755.0
1546768755.01,	0.00224304199219,	0.00232100486755,	0.00651001930237,	0.00205302238464,	1546768755.02
1546768755.04,	0.00193905830383,	0.00348281860352,	0.00405406951904,	0.00401997566223,	1546768755.06
1546768755.06,	0.00322604179382,	0.00254106521606,	0.00598502159119,	0.00343108177185,	1546768755.08
1546768755.09,	0.00228500366211,	0.00253200531006,	0.00649690628052,	0.00218391418457,	1546768755.11
1546768755.11,	0.00339293479919,	0.0021641254425,	0.00447487831116,	0.00314593315125,	1546768755.13
1546768755.14,	0.00187492370605,	0.00435495376587,	0.00778007507324,	0.00216603279114,	1546768755.15
1546768755.16,	0.00370478630066,	0.00205421447754,	0.00499296188354,	0.00401282310486,	1546768755.18
1546768755.18,	0.00209188461304,	0.00202918052673,	0.00632381439209,	0.00820803642273,	1546768755.21
1546768755.22,	0.00202202796936,	0.0020489692688,	0.00861883163452,	0.002366065979,	1546768755.24
1546768755.25,	0.0023181438446,	0.00223684310913,	0.00734901428223,	0.00258111953735,	1546768755.27
1546768755.28,	0.00191307067871,	0.00201296806335,	0.00902891159058,	0.0028350353241,	1546768755.29
1546768755.31,	0.00205779075623,	0.00223517417908,	0.00695300102234,	0.00233101844788,	1546768755.32
1546768755.33,	0.00230407714844,	0.00301289558411,	0.00783705711365,	0.00204992294312,	1546768755.35
1546768755.36,	0.00212907791138,	0.00198292732239,	0.00484395027161,	0.00356602668762,	1546768755.37
1546768755.38,	0.00520300865173,	0.00272297859192,	0.0046169757843,	0.00463795661926,	1546768755.4
1546768755.41,	0.00229501724243,	0.00265097618103,	0.00445008277893,	0.00474286079407,	1546768755.42
1546768755.43,	0.00244402885437,	0.00220990180969,	0.00658321380615,	0.0038468837738,	1546768755.45
1546768755.46,	0.00321912765503,	0.00206589698792,	0.00927495956421,	0.00556111335754,	1546768755.48
1546768755.49,	0.00399303436279,	0.00216603279114,	0.00794696807861,	0.00421595573425,	1546768755.51
1546768755.52,	0.00328493118286,	0.00405812263489,	0.00692105293274,	0.00329995155334,	1546768755.54
1546768755.55,	0.00203490257263,	0.00199007987976,	0.00694894790649,	0.00391101837158,	1546768755.56
1546768755.57,	0.00324296951294,	0.00520992279053,	0.00465703010559,	0.00302696228027,	1546768755.59
1546768755.6,	0.00191307067871,	0.00346803665161,	0.00793099403381,	0.00267505645752,	1546768755.61
1546768755.62,	0.0040020942688,	0.00380802154541,	0.00424885749817,	0.00246000289917,	1546768755.64
1546768755.65,	0.00191211700439,	0.0020489692688,	0.00733685493469,	0.00412106513977,	1546768755.66
1546768755.68,	0.00247502326965,	0.00206089019775,	0.00913906097412,	0.00272607803345,	1546768755.7
1546768755.71,	0.00276303291321,	0.00402498245239,	0.00559997558594,	0.00402808189392,	1546768755.73
1546768755.74,	0.00258088111877,	0.00222206115723,	0.00761795043945,	0.00283908843994,	1546768755.76
1546768755.77,	0.00546598434448,	0.00212001800537,	0.00493907928467,	0.00473690032959,	1546768755.79
1546768755.8,	0.00204801559448,	0.00206518173218,	0.00880002975464,	0.00278997421265,	1546768755.82
1546768755.83,	0.00196099281311,	0.00197696685791,	0.00763201713562,	0.00407481193542,	1546768755.85
1546768755.85,	0.00247287750244,	0.00213122367859,	0.00382399559021,	0.00408983230591,	1546768755.87
1546768755.88,	0.00292992591858,	0.0042450428009,	0.00793695449829,	0.00410199165344,	1546768755.9
1546768755.91,	0.00235295295715,	0.00207805633545,	0.0050950050354,	0.00413799285889,	1546768755.92
1546768755.93,	0.00207805633545,	0.00402998924255,	0.00480699539185,	0.00462102890015,	1546768755.95
1546768755.96,	0.00197815895081,	0.00538802146912,	0.00877594947815,	0.00429105758667,	1546768755.99
1546768756.0,	0.00370478630066,	0.00203704833984,	0.00685906410217,	0.00360488891602,	1546768756.02
1546768756.03,	0.00220894813538,	0.00383591651917,	0.0085871219635,	0.00365090370178,	1546768756.05
1546768756.05,	0.00214505195618,	0.00201797485352,	0.00626993179321,	0.00241589546204,	1546768756.07
1546768756.08,	0.00303101539612,	0.00495886802673,	0.00922703742981,	0.00398707389832,	1546768756.1
1546768756.11,	0.00231385231018,	0.0020580291748,	0.00986504554749,	0.00200009346008,	1546768756.13
1546768756.14,	0.00319290161133,	0.00204491615295,	0.00617408752441,	0.00315809249878,	1546768756.15
1546768756.16,	0.00250601768494,	0.00233006477356,	0.00901985168457,	0.0035879611969,	1546768756.18
1546768756.19,	0.00231695175171,	0.00208187103271,	0.0138599872589,	0.00312399864197,	1546768756.21
1546768756.22,	0.00234699249268,	0.00266289710999,	0.00701999664307,	0.00616788864136,	1546768756.24
1546768756.25,	0.0031750202179,	0.00305700302124,	0.00775408744812,	0.00221800804138,	1546768756.27
1546768756.28,	0.00200796127319,	0.00359296798706,	0.00818109512329,	0.0034499168396,	1546768756.3
1546768756.3,	0.00194597244263,	0.00443601608276,	0.00571393966675,	0.00412011146545,	1546768756.32
1546768756.33,	0.00183987617493,	0.00832414627075,	0.00710797309875,	0.00257802009583,	1546768756.35
1546768756.36,	0.00179696083069,	0.00198984146118,	0.00678014755249,	0.00427389144897,	1546768756.37
1546768756.38,	0.00198698043823,	0.00603103637695,	0.00726509094238,	0.0021710395813,	1546768756.4
1546768756.42,	0.00196409225464,	0.00430202484131,	0.00960898399353,	0.00440502166748,	1546768756.44
1546768756.45,	0.00188398361206,	0.00463604927063,	0.0104088783264,	0.00356817245483,	1546768756.47
1546768756.48,	0.00195598602295,	0.00332999229431,	0.00881600379944,	0.00298309326172,	1546768756.5
1546768756.5,	0.00259184837341,	0.00271105766296,	0.00623512268066,	0.00279903411865,	1546768756.52
1546768756.53,	0.00247693061829,	0.00208020210266,	0.00834488868713,	0.002445936203,	1546768756.55
1546768756.56,	0.00674796104431,	0.00208520889282,	0.00977897644043,	0.00219798088074,	1546768756.58
1546768756.59,	0.00323486328125,	0.00215792655945,	0.00546407699585,	0.00417304039001,	1546768756.61
1546768756.62,	0.00277090072632,	0.00214219093323,	0.00928592681885,	0.00321292877197,	1546768756.64
1546768756.64,	0.00192713737488,	0.00268292427063,	0.00971102714539,	0.00278496742249,	1546768756.66
1546768756.67,	0.00268697738647,	0.00200200080872,	0.00643706321716,	0.00373005867004,	1546768756.69
1546768756.7,	0.00443387031555,	0.00244903564453,	0.00939202308655,	0.00360894203186,	1546768756.72
1546768756.73,	0.00238704681396,	0.00296878814697,	0.009761095047,	0.00407004356384,	1546768756.75
1546768756.75,	0.0022931098938,	0.00285291671753,	0.00694108009338,	0.0028178691864,	1546768756.77
1546768756.78,	0.00200986862183,	0.00210499763489,	0.0102150440216,	0.00254702568054,	1546768756.8
1546768756.81,	0.00351500511169,	0.0033130645752,	0.00643706321716,	0.00411105155945,	1546768756.83
1546768756.83,	0.00274896621704,	0.00468111038208,	0.00765991210938,	0.00224804878235,	1546768756.85
1546768756.86,	0.00189995765686,	0.00211000442505,	0.00833201408386,	0.00397109985352,	1546768756.88
1546768756.89,	0.00306415557861,	0.00198984146118,	0.0099470615387,	0.00417590141296,	1546768756.91
1546768756.92,	0.0024528503418,	0.00206804275513,	0.00637793540955,	0.00256299972534,	1546768756.94
1546768756.95,	0.00192904472351,	0.00268793106079,	0.00865817070007,	0.00391292572021,	1546768756.97
1546768756.98,	0.00329995155334,	0.00223588943481,	0.00673508644104,	0.00443887710571,	1546768757.0
1546768757.01,	0.00515508651733,	0.0022349357605,	0.00488114356995,	0.00439286231995,	1546768757.03
1546768757.03,	0.00198912620544,	0.00923800468445,	0.00564289093018,	0.00379800796509,	1546768757.06
1546768757.06,	0.00188016891479,	0.0020968914032,	0.00968313217163,	0.00302195549011,	1546768757.08
1546768757.1,	0.00298500061035,	0.0020010471344,	0.00897097587585,	0.00234794616699,	1546768757.12
1546768757.12,	0.00222706794739,	0.00256991386414,	0.00894999504089,	0.00395393371582,	1546768757.14
1546768757.15,	0.00197792053223,	0.00210404396057,	0.00697803497314,	0.00349307060242,	1546768757.17
1546768757.18,	0.00281691551208,	0.00207304954529,	0.0056631565094,	0.0052478313446,	1546768757.2
1546768757.2,	0.00240588188171,	0.0020740032196,	0.0127289295197,	0.00241613388062,	1546768757.22
1546768757.23,	0.00219583511353,	0.00477409362793,	0.00718998908997,	0.0029308795929,	1546768757.25
1546768757.26,	0.00527000427246,	0.00213885307312,	0.00723099708557,	0.00508499145508,	1546768757.28
1546768757.29,	0.0021378993988,	0.00535011291504,	0.00582695007324,	0.00224900245667,	1546768757.31
1546768757.31,	0.00238609313965,	0.00198793411255,	0.0054030418396,	0.00386500358582,	1546768757.33
1546768757.34,	0.00216603279114,	0.00202798843384,	0.00957703590393,	0.00211191177368,	1546768757.35
1546768757.36,	0.00186491012573,	0.00203108787537,	0.00934195518494,	0.00386786460876,	1546768757.38
1546768757.39,	0.0044310092926,	0.00310397148132,	0.0072820186615,	0.00236296653748,	1546768757.41
1546768757.43,	0.00199604034424,	0.00200414657593,	0.00857400894165,	0.00444483757019,	1546768757.44
1546768757.45,	0.00352501869202,	0.00234699249268,	0.00990200042725,	0.00305795669556,	1546768757.47
1546768757.48,	0.00232315063477,	0.00284099578857,	0.00763201713562,	0.00285792350769,	1546768757.5
1546768757.51,	0.00265502929688,	0.00411796569824,	0.00667405128479,	0.00339508056641,	1546768757.53
1546768757.54,	0.0116229057312,	0.00258922576904,	0.00984191894531,	0.00235605239868,	1546768757.57
1546768757.57,	0.00392889976501,	0.00406217575073,	0.00835704803467,	0.00433278083801,	1546768757.6
1546768757.6,	0.00218296051025,	0.00298285484314,	0.0102441310883,	0.0022919178009,	1546768757.62
1546768757.63,	0.00197601318359,	0.00334501266479,	0.0117118358612,	0.00251507759094,	1546768757.65
1546768757.66,	0.0028030872345,	0.00223088264465,	0.00748801231384,	0.00194096565247,	1546768757.67
1546768757.68,	0.00283789634705,	0.00218796730042,	0.00771498680115,	0.0024950504303,	1546768757.7
1546768757.71,	0.00226902961731,	0.00520205497742,	0.00859189033508,	0.00430202484131,	1546768757.73
1546768757.74,	0.00182700157166,	0.00197887420654,	0.00663900375366,	0.00383996963501,	1546768757.76
1546768757.76,	0.0019850730896,	0.00479292869568,	0.00831913948059,	0.00270700454712,	1546768757.78
1546768757.79,	0.00200295448303,	0.0091609954834,	0.00562715530396,	0.00356388092041,	1546768757.81
1546768757.82,	0.0024049282074,	0.00250816345215,	0.00835585594177,	0.00273704528809,	1546768757.84
1546768757.85,	0.00236701965332,	0.0019998550415,	0.00842595100403,	0.00241708755493,	1546768757.87
1546768757.87,	0.00185298919678,	0.00219202041626,	0.00701403617859,	0.00447106361389,	1546768757.89
1546768757.9,	0.0022668838501,	0.00201916694641,	0.0050950050354,	0.00239682197571,	1546768757.92
1546768757.92,	0.00234603881836,	0.00835514068604,	0.00548601150513,	0.00199890136719,	1546768757.94
1546768757.95,	0.00234007835388,	0.00214099884033,	0.0110731124878,	0.00399899482727,	1546768757.98
1546768757.99,	0.00320410728455,	0.00405192375183,	0.00772786140442,	0.00387907028198,	1546768758.01
1546768758.01,	0.00395011901855,	0.00364398956299,	0.00671195983887,	0.00310492515564,	1546768758.04
1546768758.04,	0.00184297561646,	0.00285601615906,	0.00992608070374,	0.00223088264465,	1546768758.06
1546768758.07,	0.00204205513,	0.00714898109436,	0.0131390094757,	0.00423789024353,	1546768758.1
1546768758.11,	0.00305199623108,	0.00529503822327,	0.00676798820496,	0.00423789024353,	1546768758.13
1546768758.14,	0.0018150806427,	0.0119180679321,	0.00645995140076,	0.00371408462524,	1546768758.16
1546768758.18,	0.00207901000977,	0.00418996810913,	0.00847601890564,	0.00234794616699,	1546768758.21
1546768758.22,	0.00248098373413,	0.00294899940491,	0.00668096542358,	0.0069899559021,	1546768758.24
1546768758.25,	0.00218892097473,	0.0029559135437,	0.0102090835571,	0.00455904006958,	1546768758.27
1546768758.27,	0.00211310386658,	0.00240302085876,	0.0150198936462,	0.00278902053833,	1546768758.3
1546768758.32,	0.00272798538208,	0.00231313705444,	0.00765299797058,	0.00352382659912,	1546768758.34
1546768758.34,	0.00305700302124,	0.00215601921082,	0.0093150138855,	0.0025908946991,	1546768758.36
1546768758.38,	0.00239014625549,	0.00448799133301,	0.00736308097839,	0.00509786605835,	1546768758.4
1546768758.4,	0.0021390914917,	0.00666809082031,	0.00641298294067,	0.00581192970276,	1546768758.43
1546768758.43,	0.00371599197388,	0.00216889381409,	0.00811100006104,	0.00211691856384,	1546768758.46
1546768758.47,	0.00566792488098,	0.00210189819336,	0.00780606269836,	0.00649309158325,	1546768758.49
1546768758.5,	0.00369215011597,	0.00206780433655,	0.00558805465698,	0.0048611164093,	1546768758.52
1546768758.52,	0.0019850730896,	0.00227189064026,	0.0109310150146,	0.00237512588501,	1546768758.54
1546768758.55,	0.00325393676758,	0.00206303596497,	0.00748896598816,	0.00430798530579,	1546768758.57
1546768758.58,	0.00217604637146,	0.00342702865601,	0.00808191299438,	0.00428199768066,	1546768758.6
1546768758.6,	0.00203990936279,	0.00750303268433,	0.00743508338928,	0.00416684150696,	1546768758.63
1546768758.63,	0.00316905975342,	0.00201606750488,	0.0108189582825,	0.00352311134338,	1546768758.66
1546768758.67,	0.0023398399353,	0.00202202796936,	0.00745701789856,	0.00945711135864,	1546768758.7
1546768758.7,	0.00266909599304,	0.00217485427856,	0.0119299888611,	0.00483107566833,	1546768758.73
1546768758.74,	0.00330591201782,	0.00477313995361,	0.00984287261963,	0.00487613677979,	1546768758.76
1546768758.77,	0.00279688835144,	0.00447511672974,	0.00663781166077,	0.0046010017395,	1546768758.79
1546768758.8,	0.00211501121521,	0.00208711624146,	0.00894999504089,	0.00557804107666,	1546768758.82
1546768758.83,	0.00220894813538,	0.00204396247864,	0.00827097892761,	0.00461602210999,	1546768758.85
1546768758.85,	0.00342607498169,	0.00209999084473,	0.00680494308472,	0.00322008132935,	1546768758.87
1546768758.88,	0.00191593170166,	0.00229692459106,	0.00979399681091,	0.00310802459717,	1546768758.9
1546768758.9,	0.00199294090271,	0.00196194648743,	0.0085461139679,	0.00303506851196,	1546768758.92
1546768758.93,	0.00202512741089,	0.00213003158569,	0.0108678340912,	0.0024151802063,	1546768758.95
1546768758.96,	0.00189399719238,	0.00256490707397,	0.00954818725586,	0.00407481193542,	1546768758.98
1546768758.99,	0.00187397003174,	0.003986120224,	0.00906491279602,	0.0045759677887,	1546768759.01
1546768759.02,	0.0048520565033,	0.00220894813538,	0.00573706626892,	0.00403380393982,	1546768759.04
1546768759.05,	0.00212597846985,	0.00286793708801,	0.00662398338318,	0.0043740272522,	1546768759.07
1546768759.08,	0.00208806991577,	0.00412702560425,	0.0132949352264,	0.00417685508728,	1546768759.1
1546768759.11,	0.00253295898438,	0.00323605537415,	0.00864601135254,	0.00207901000977,	1546768759.13
1546768759.13,	0.00249791145325,	0.00451993942261,	0.00682806968689,	0.00329899787903,	1546768759.15
1546768759.16,	0.00192499160767,	0.00253915786743,	0.00812983512878,	0.00267815589905,	1546768759.18
1546768759.19,	0.00308108329773,	0.00388097763062,	0.00870108604431,	0.00426292419434,	1546768759.22
1546768759.23,	0.00247406959534,	0.00324487686157,	0.0107891559601,	0.0027379989624,	1546768759.25
1546768759.26,	0.00211215019226,	0.00206780433655,	0.00882315635681,	0.0035388469696,	1546768759.27
1546768759.28,	0.003084897995,	0.00254511833191,	0.0074257850647,	0.00401210784912,	1546768759.3
1546768759.31,	0.00336384773254,	0.00273704528809,	0.00795102119446,	0.00222897529602,	1546768759.33
1546768759.34,	0.00181603431702,	0.00204396247864,	0.00984692573547,	0.00213193893433,	1546768759.35
1546768759.36,	0.00317001342773,	0.00198698043823,	0.00723695755005,	0.00250196456909,	1546768759.38
1546768759.38,	0.00253582000732,	0.00433611869812,	0.0104639530182,	0.00231599807739,	1546768759.41
1546768759.41,	0.00180792808533,	0.00219798088074,	0.00956010818481,	0.00380492210388,	1546768759.43
1546768759.44,	0.001953125,	0.006098985672,	0.00792193412781,	0.00358200073242,	1546768759.46
1546768759.47,	0.00273513793945,	0.00472092628479,	0.011029958725,	0.00243997573853,	1546768759.49
1546768759.5,	0.00314497947693,	0.0024528503418,	0.00917506217957,	0.00344610214233,	1546768759.52
1546768759.53,	0.00249099731445,	0.00209498405457,	0.0071280002594,	0.0029730796814,	1546768759.55
1546768759.55,	0.00238299369812,	0.00246500968933,	0.00917792320251,	0.00387406349182,	1546768759.57
1546768759.58,	0.00196099281311,	0.00205492973328,	0.00822806358337,	0.00307202339172,	1546768759.6
1546768759.6,	0.00211000442505,	0.00205302238464,	0.00897312164307,	0.00352191925049,	1546768759.62
1546768759.63,	0.00291800498962,	0.00222706794739,	0.00614213943481,	0.003084897995,	1546768759.65
1546768759.65,	0.0018048286438,	0.00444507598877,	0.00840091705322,	0.002690076828,	1546768759.67
1546768759.68,	0.00206708908081,	0.00199508666992,	0.00929498672485,	0.00291895866394,	1546768759.7
1546768759.71,	0.00237798690796,	0.00207781791687,	0.0137400627136,	0.00229811668396,	1546768759.74
1546768759.75,	0.00233602523804,	0.00226902961731,	0.0106220245361,	0.00235486030579,	1546768759.77
1546768759.78,	0.00229215621948,	0.00207901000977,	0.00620985031128,	0.0041811466217,	1546768759.8
1546768759.81,	0.0032799243927,	0.00198197364807,	0.00866317749023,	0.00215291976929,	1546768759.82
1546768759.83,	0.00351309776306,	0.00200295448303,	0.00492811203003,	0.0019998550415,	1546768759.84
1546768759.85,	0.00184202194214,	0.00198888778687,	0.00962805747986,	0.00229811668396,	1546768759.87
1546768759.88,	0.0037100315094,	0.00202298164368,	0.00528502464294,	0.00404405593872,	1546768759.9
1546768759.9,	0.00321197509766,	0.00392293930054,	0.00938415527344,	0.00199484825134,	1546768759.92
1546768759.93,	0.00386691093445,	0.00366616249084,	0.00769186019897,	0.00331902503967,	1546768759.95
1546768759.96,	0.00216388702393,	0.00407099723816,	0.00999999046326,	0.00343108177185,	1546768759.98
1546768759.99,	0.00185680389404,	0.00527596473694,	0.00729918479919,	0.00278496742249,	1546768760.01
1546768760.01,	0.00197291374207,	0.0020170211792,	0.00921010971069,	0.00313806533813,	1546768760.03
1546768760.04,	0.0018150806427,	0.00197982788086,	0.00696897506714,	0.00237822532654,	1546768760.06
1546768760.06,	0.00181889533997,	0.0116691589355,	0.00624585151672,	0.00567412376404,	1546768760.09
1546768760.1,	0.00372409820557,	0.00226497650146,	0.0062689781189,	0.00391411781311,	1546768760.12
1546768760.12,	0.0026490688324,	0.00318002700806,	0.00848603248596,	0.00282979011536,	1546768760.14
1546768760.15,	0.00188398361206,	0.00233507156372,	0.00791501998901,	0.00431799888611,	1546768760.17
1546768760.18,	0.00237894058228,	0.0030460357666,	0.00782489776611,	0.00210404396057,	1546768760.2
1546768760.21,	0.0046010017395,	0.00360012054443,	0.0143659114838,	0.00266408920288,	1546768760.24
1546768760.25,	0.00684094429016,	0.00214505195618,	0.00913310050964,	0.00367188453674,	1546768760.28
